148, -1.7676, 8.3559, 4.7637
347, -1.0501, 7.9825, 4.0552
547, -1.9092, 7.7265, 3.2092
746, -0.7539, 6.9862, 2.0620
946, -0.7642, 8.3031, -1.7471
1146, -2.5488, 10.8573, -2.2514
1346, 0.2219, 9.8532, 3.8725
1545, 0.6574, 13.9223, 11.9113
1745, 2.7382, 15.0794, 5.7659
1945, 2.4082, 9.8640, -3.8740
2145, -1.0163, 8.9761, -2.6796
2345, -1.2739, 9.3310, -2.1212
2544, -1.2457, 9.3672, 0.6737
2744, 1.7776, 10.1167, 0.5061
2944, 1.4906, 9.8789, -2.1718
3163, -0.0884, 9.3475, -1.3759
3344, -0.1919, 9.1987, -2.8515
3547, 0.9988, 9.5397, -2.2793
3744, 0.8853, 9.6374, -0.8352
3944, 0.1643, 9.3843, -0.8183
4143, 0.6490, 9.4724, -0.4868
4346, 1.4014, 9.1564, 1.3596
4543, 3.7054, 9.4558, 1.6922
4742, 1.8826, 9.2531, -0.2448
4942, 0.0826, 9.7906, -0.9387
5142, -1.4732, 8.9951, -2.3905
5341, -0.0370, 8.9861, -2.5409
5541, 1.2017, 9.4352, -1.6842
5741, 1.6315, 9.7156, -1.2967
5941, 1.6764, 9.4002, -1.6333
6140, 1.2409, 9.2384, -1.5603
6340, 1.1752, 9.7005, -1.5805
6540, 0.9657, 9.5681, -1.2482
6740, 2.1585, 9.9103, -1.0320
6940, 5.1502, 9.5957, -0.6949
7139, 2.1258, 9.3508, -0.9690
7339, 3.8533, 8.5964, 0.9586
7538, 1.7229, 10.0957, 0.5145
7738, 8.7641, 9.8625, -1.3124
7938, 5.8071, 7.2457, -2.4570
8138, 2.7489, 8.3522, -1.5409
8337, -0.9701, 8.3573, -2.8015
8537, 7.0760, 8.2968, 5.2798
8736, 3.0654, 9.5233, 0.7193
8940, 2.8781, 10.0577, -0.3224
9136, 0.8212, 9.8725, -0.7495
9336, -1.3192, 10.1485, -1.3534
9536, 0.0008, 9.7673, 0.2678
9736, -0.0694, 9.6143, -0.8845
9935, 0.4816, 9.2810, -0.9700
10135, 1.2601, 9.8731, -0.9912
10335, 0.4474, 9.8064, -1.0175
